,age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,class
22248,34.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
9910,23.0,State-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
25136,22.0,Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,16.0,United-States,<=50K
2148,29.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,14344.0,0.0,40.0,United-States,>50K
19123,20.0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K
3369,28.0,Local-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,4101.0,0.0,60.0,United-States,<=50K
1768,66.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051.0,0.0,40.0,United-States,>50K
17358,20.0,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,32.0,United-States,<=50K
15194,40.0,Private,1st-4th,2,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,45.0,El-Salvador,<=50K
30376,36.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
12476,33.0,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
22772,38.0,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
21258,43.0,Local-gov,HS-grad,9,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,<=50K
27739,47.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,57.0,United-States,>50K
31604,47.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,35.0,United-States,<=50K
19143,36.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
5892,50.0,Private,11th,7,Married-civ-spouse,Prof-specialty,Own-child,Black,Female,0.0,0.0,40.0,United-States,<=50K
32414,41.0,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
20787,21.0,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
2161,44.0,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,14084.0,0.0,40.0,United-States,>50K
7905,24.0,Private,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
15190,56.0,Private,10th,6,Widowed,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
11306,34.0,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
10013,31.0,Private,Some-college,10,Divorced,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
25801,19.0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
30099,81.0,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,24.0,United-States,>50K
27213,33.0,Private,Assoc-voc,11,Separated,Prof-specialty,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
7347,41.0,Self-emp-not-inc,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
28217,28.0,Private,HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
20491,33.0,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,32.0,United-States,<=50K
11897,35.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
7075,39.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
16708,21.0,Private,12th,8,Never-married,Adm-clerical,Other-relative,Black,Male,0.0,0.0,48.0,United-States,<=50K
30901,24.0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
3261,23.0,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,4508.0,0.0,25.0,United-States,<=50K
14300,36.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
7120,57.0,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,62.0,United-States,<=50K
27653,51.0,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
4850,36.0,Private,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
4538,42.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,35.0,United-States,<=50K
20840,51.0,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
30659,22.0,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0.0,0.0,18.0,United-States,<=50K
1871,63.0,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K
18465,29.0,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
14269,30.0,Private,10th,6,Divorced,Prof-specialty,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
12196,41.0,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
31679,40.0,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
12144,24.0,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
1672,22.0,Self-emp-not-inc,Some-college,10,Never-married,Sales,Own-child,Black,Male,99999.0,0.0,55.0,United-States,>50K
16432,34.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
6317,32.0,Self-emp-not-inc,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
13361,31.0,Private,7th-8th,4,Divorced,Transport-moving,Unmarried,White,Male,0.0,0.0,20.0,United-States,<=50K
22435,20.0,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
31020,36.0,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Female,0.0,0.0,37.0,United-States,<=50K
4817,17.0,Private,12th,8,Never-married,Other-service,Own-child,White,Male,0.0,0.0,16.0,United-States,<=50K
234,65.0,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,2174.0,40.0,United-States,>50K
7444,38.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,>50K
12,52.0,Private,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,0.0,2824.0,20.0,United-States,>50K
439,45.0,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1977.0,35.0,United-States,>50K
7427,23.0,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
18162,54.0,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
8391,26.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
16021,21.0,Private,Some-college,10,Never-married,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
13195,19.0,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
29949,22.0,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0.0,0.0,50.0,United-States,<=50K
29623,25.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
2343,58.0,Private,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,8614.0,0.0,52.0,Mexico,>50K
30644,24.0,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
8052,20.0,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
11661,62.0,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
13288,25.0,Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
13759,29.0,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0.0,0.0,54.0,United-States,<=50K
14869,26.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
1170,36.0,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,1669.0,45.0,United-States,<=50K
5895,25.0,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
24491,20.0,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,48.0,United-States,<=50K
2397,55.0,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,45.0,United-States,>50K
26136,40.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,England,<=50K
8565,56.0,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
20481,44.0,Federal-gov,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
29130,33.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
20176,27.0,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,36.0,United-States,<=50K
3984,38.0,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,2202.0,0.0,45.0,United-States,<=50K
20850,40.0,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,35.0,United-States,<=50K
31156,18.0,Private,11th,7,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
26021,17.0,Private,11th,7,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,20.0,United-States,<=50K
8967,44.0,Self-emp-inc,Some-college,10,Divorced,Other-service,Unmarried,White,Male,0.0,0.0,80.0,United-States,<=50K
27824,30.0,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
19889,36.0,Private,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
8744,54.0,Federal-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
25587,39.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
31259,26.0,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
16735,22.0,Private,Assoc-acdm,12,Never-married,Prof-specialty,Other-relative,White,Male,0.0,0.0,15.0,United-States,<=50K
24866,29.0,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
31382,49.0,Private,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Female,0.0,0.0,60.0,United-States,<=50K
13038,21.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
27222,24.0,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
18288,28.0,Self-emp-inc,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,35.0,United-States,<=50K
26716,29.0,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
1559,52.0,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Other,Male,99999.0,0.0,65.0,United-States,>50K
7144,20.0,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
16371,48.0,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
5463,47.0,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
13740,43.0,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,>50K
15541,27.0,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,Peru,<=50K
23263,36.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,85.0,United-States,<=50K
23881,29.0,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,43.0,United-States,<=50K
19256,26.0,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
1169,34.0,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0.0,1669.0,45.0,United-States,<=50K
28486,26.0,Private,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Female,0.0,0.0,32.0,United-States,<=50K
2455,32.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,40.0,United-States,>50K
16948,71.0,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
27485,27.0,Federal-gov,Bachelors,13,Never-married,Transport-moving,Other-relative,White,Male,0.0,0.0,35.0,United-States,<=50K
23601,26.0,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,20.0,United-States,<=50K
5789,52.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
26384,26.0,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
15594,20.0,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
22917,58.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
3772,69.0,Private,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,Black,Female,2964.0,0.0,40.0,United-States,<=50K
3039,30.0,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178.0,0.0,75.0,United-States,>50K
9479,25.0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,Poland,<=50K
1417,41.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1485.0,40.0,United-States,<=50K
11289,48.0,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0.0,0.0,30.0,China,<=50K
15070,34.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,65.0,United-States,>50K
32339,26.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
704,56.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K
16217,66.0,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,<=50K
20385,18.0,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Other,Male,0.0,0.0,30.0,United-States,<=50K
27007,57.0,Federal-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
20382,31.0,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
28343,17.0,Private,10th,6,Never-married,Prof-specialty,Own-child,Black,Male,0.0,0.0,20.0,United-States,<=50K
20173,60.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
25621,35.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
15938,29.0,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
12327,35.0,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
2843,39.0,Local-gov,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Black,Male,7298.0,0.0,40.0,United-States,>50K
30902,42.0,Private,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
10467,36.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,47.0,United-States,<=50K
12983,39.0,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
28522,21.0,Private,9th,5,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
18942,33.0,Private,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
22076,35.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
30293,37.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
24110,31.0,Federal-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
16746,75.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,26.0,United-States,<=50K
7898,26.0,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
2315,42.0,Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,8614.0,0.0,40.0,United-States,>50K
19071,30.0,Private,11th,7,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
12708,19.0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
16400,24.0,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,30.0,United-States,<=50K
3183,27.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,4865.0,0.0,36.0,United-States,<=50K
20552,35.0,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
10523,50.0,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,Black,Female,0.0,0.0,40.0,United-States,<=50K
6587,62.0,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,United-States,>50K
24712,37.0,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
116,78.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2392.0,40.0,United-States,>50K
20422,25.0,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
7559,22.0,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
17778,35.0,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,32.0,United-States,<=50K
19950,52.0,Private,5th-6th,3,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,40.0,Mexico,<=50K
15605,22.0,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,28.0,United-States,<=50K
15005,34.0,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
5819,23.0,Private,9th,5,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,36.0,United-States,<=50K
30647,37.0,Local-gov,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
6507,28.0,Private,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
10389,45.0,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>50K
28544,51.0,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
4568,27.0,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
1031,52.0,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,1741.0,38.0,United-States,<=50K
24203,59.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
2679,42.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,45.0,United-States,>50K
8162,20.0,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
10147,22.0,Private,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
10464,20.0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,15.0,United-States,<=50K
